id	rank	name	parentid	childcount	min	max	mode	median	mean	stddev	sum16slist
3491	family	Thermodesulfobiaceae	3619	2	2	2			2.00	0.00	[2, 2]
3492	family	Catenulisporaceae	3583	1	3	3			3.00	0.00	[3]
3493	family	"Parvularculaceae"	3637	1	1	1			1.00	0.00	[1]
3494	family	Chitinophagaceae	3608	2	3	6			4.50	1.50	[3, 6]
3495	family	Gemmatimonadaceae	3701	1	1	1			1.00	0.00	[1]
3496	family	Methanobacteriaceae	3655	4	2	4			2.64	0.79	[2, 2, 3, 2, 2, 4, 2, 3, 2, 2]
3497	family	Thermoproteaceae	3629	4	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3498	family	Magnetococcaceae	3694	1	3	3			3.00	0.00	[3]
3499	family	Tsukamurellaceae	3589	1	2	2			2.00	0.00	[2]
3500	family	Jonesiaceae	3577	1	5	5			5.00	0.00	[5]
3501	family	Micromonosporaceae	3582	4	3	6			3.44	0.76	[3, 6, 6, 4, 3, 3, 3, 3]
3502	family	Family I	3723	1	2	5			3.85	0.00	[4, 4, 4, 4, 5, 3, 4, 5, 3, 4, 4, 2, 4]
3503	family	Clostridiales_Incertae Sedis IV	3620	1	3	3			3.00	0.00	[3]
3504	family	Clostridiales_Incertae Sedis III	3620	4	2	5			3.25	1.09	[3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 2, 3]
3505	family	Entomoplasmataceae	3696	1	2	2			2.00	0.00	[2, 2, 2, 2]
3506	family	Ferroplasmaceae	3684	1	1	1			1.00	0.00	[1]
3507	family	Listeriaceae	3609	1	4	6			5.84	0.00	[6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 4, 5, 6, 6, 6, 6, 6, 6]
3508	family	Desulfuromonadaceae	3617	1	2	2			2.00	0.00	[2]
3509	family	Piscirickettsiaceae	3627	4	1	3			2.25	0.83	[3, 1, 1, 3, 3, 2]
3510	family	Neisseriaceae	3659	4	4	8			6.75	1.64	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 8, 7]
3511	family	Pseudoalteromonadaceae	3628	1	8	9			8.50	0.00	[9, 8]
3512	family	Pasteurellaceae	3703	8	5	6			5.86	0.33	[5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
3513	family	"Leptotrichiaceae"	3603	3	4	5			4.67	0.47	[5, 4, 5]
3514	family	Ferrimonadaceae	3628	1	7	7			7.00	0.00	[7]
3515	family	Erysipelotrichaceae	3601	2	1	7			3.00	2.00	[1, 7, 3]
3516	family	Nitrosomonadaceae	3626	2	1	1			1.00	0.00	[1, 1, 1, 1]
3517	family	Sanguibacteraceae	3577	1	4	4			4.00	0.00	[4]
3518	family	Kineosporiaceae	3587	1	4	4			4.00	0.00	[4]
3519	family	Bdellovibrionaceae	3667	1	1	2			1.67	0.00	[2, 2, 1]
3520	family	Dermacoccaceae	3577	2	2	3			2.50	0.50	[3, 2]
3521	family	Polyangiaceae	3592	1	4	4			4.00	0.00	[4]
3522	family	Acidaminococcaceae	3706	1	3	6			4.50	0.00	[6, 3]
3523	family	Aeromonadaceae	3611	3	7	10			8.29	1.19	[8, 10, 9, 10, 10, 10, 10, 10, 7]
3524	family	Caulobacteraceae	3682	4	1	3			2.00	0.71	[1, 2, 2, 2, 2, 2, 3]
3525	family	Flammeovirgaceae	3683	1	2	2			2.00	0.00	[2]
3526	family	Thermaceae	3695	3	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3527	family	Mycobacteriaceae	3589	2	1	3			2.09	0.91	[1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]
3528	family	Alcanivoracaceae	3658	2	2	3			2.25	0.25	[3, 2, 2]
3529	family	Puniceicoccaceae	3654	1	2	2			2.00	0.00	[2]
3530	family	Bacteriovoracaceae	3667	1	2	2			2.00	0.00	[2]
3531	family	Ruminococcaceae	3620	6	1	8			2.86	1.26	[4, 8, 6, 8, 4, 3, 3, 1, 2, 3, 3, 4, 1, 4]
3532	family	Cystobacteraceae	3588	2	2	2			2.00	0.00	[2, 2, 2, 2, 2]
3533	family	Rickettsiaceae	3656	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3534	family	Desulfarculaceae	3647	1	1	1			1.00	0.00	[1]
3535	family	Planococcaceae	3609	3	8	12			10.00	1.63	[12, 10, 10, 8]
3536	family	Beutenbergiaceae	3577	1	2	2			2.00	0.00	[2]
3537	family	Enterobacteriaceae	3673	24	1	8			6.67	1.67	[2, 7, 7, 8, 8, 8, 8, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3538	family	Nocardiopsaceae	3579	2	4	5			4.50	0.50	[4, 5, 5]
3539	family	Nocardioidaceae	3578	2	2	2			2.00	0.00	[2, 2]
3540	family	Leuconostocaceae	3641	3	2	6			3.92	1.53	[2, 5, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4]
3541	family	Methanothermaceae	3655	1	2	2			2.00	0.00	[2]
3542	family	Colwelliaceae	3628	1	9	9			9.00	0.00	[9]
3543	family	Family II	3723	2	1	2			1.70	0.30	[1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2]
3544	family	Verrucomicrobiaceae	3679	1	3	3			3.00	0.00	[3]
3545	family	Clostridiaceae 2	3620	1	8	10			9.00	0.00	[10, 8]
3546	family	Family VI	3723	1	2	2			2.00	0.00	[2, 2]
3547	family	Thermofilaceae	3629	1	1	1			1.00	0.00	[1, 1]
3548	family	Pyrodictiaceae	3612	1	1	1			1.00	0.00	[1]
3549	family	Bacillales_Incertae Sedis XII	3609	1	9	9			9.00	0.00	[9, 9, 9, 9]
3550	family	Clostridiales_Incertae Sedis XVII	3620	2	2	5			3.50	1.50	[5, 5, 2]
3551	family	Dehalococcoidaceae	3672	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
3552	family	Sphaerobacteraceae	3581	1	2	2			2.00	0.00	[2]
3553	family	Methanomassiliicoccaceae	3613	1	1	1			1.00	0.00	[1, 1, 1]
3554	family	Vibrionaceae	3643	3	6	15			11.89	2.58	[15, 8, 9, 11, 9, 8, 8, 7, 7, 11, 9, 7, 7, 9, 8, 8, 11, 11, 12, 6, 11, 8, 6, 12, 12]
3555	family	Methanospirillaceae	3697	1	4	4			4.00	0.00	[4]
3556	family	Aerococcaceae	3641	1	4	4			4.00	0.00	[4]
3557	family	Thermoplasmatales_incertae_sedis	3684	1	1	1			1.00	0.00	[1, 1]
3558	family	Rhodobacteraceae	3688	11	1	6			3.66	1.48	[5, 4, 4, 4, 2, 2, 6, 3, 4, 4, 4, 4, 1, 1, 5, 3, 4, 5, 5, 3, 2]
3559	family	Halanaerobiaceae	3645	2	4	4			4.00	0.00	[4, 4, 4]
3560	family	Rubrobacteraceae	3591	1	1	1			1.00	0.00	[1]
3561	family	Xanthomonadaceae	3618	7	1	4			2.50	0.96	[2, 2, 2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2]
3562	family	Burkholderiaceae	3634	5	1	7			3.71	1.47	[4, 3, 3, 3, 3, 3, 4, 4, 4, 6, 4, 4, 6, 6, 6, 6, 4, 4, 6, 5, 6, 6, 6, 5, 6, 3, 5, 7, 6, 3, 6, 5, 6, 4, 6, 2, 6, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 5, 6, 6, 4, 4, 4, 4, 4, 4, 6, 1, 1, 1, 5, 4, 4, 6, 4, 5, 5, 5]
3563	family	Incertae Sedis XI	3620	1	6	6			6.00	0.00	[6]
3564	family	Nocardiaceae	3589	3	2	5			3.27	0.63	[2, 3, 3, 3, 3, 3, 3, 4, 5, 4, 4, 4, 4, 4]
3565	family	Halothiobacillaceae	3689	1	2	2			2.00	0.00	[2]
3566	family	Geobacteraceae	3617	1	2	4			2.67	0.00	[2, 2, 2, 2, 4, 2, 4, 4, 2]
3567	family	Propionibacteriaceae	3578	2	1	4			2.00	1.00	[3, 3, 3, 3, 3, 3, 2, 3, 4, 3, 3, 1]
3568	family	Rhodospirillaceae	3631	6	1	9			3.83	2.54	[4, 4, 1, 4, 2, 9, 9, 1, 4]
3569	family	Enterococcaceae	3641	3	1	6			4.59	0.43	[4, 4, 5, 4, 6, 4, 4, 6, 6, 4, 4, 6, 1, 5, 6, 6]
3570	family	Natrialbaceae	3685	7	2	4			2.86	0.64	[4, 2, 3, 3, 3, 3, 3, 2]
3571	family	Cytophagaceae	3683	7	2	4			3.00	0.76	[3, 3, 2, 4, 3, 4, 2]
3572	family	Methylobacteriaceae	3671	1	5	7			5.50	0.00	[5, 6, 6, 5, 5, 7, 5, 5]
3573	family	Shewanellaceae	3628	1	8	14			9.50	0.00	[9, 8, 9, 9, 9, 9, 8, 8, 10, 8, 8, 10, 12, 11, 10, 10, 10, 8, 10, 14, 10, 10, 10, 8]
3574	family	Promicromonosporaceae	3577	2	3	3			3.00	0.00	[3, 3]
3575	family	Methanocellaceae	3639	1	2	3			2.33	0.00	[3, 2, 2]
3576	suborder	"Coriobacterineae"	3600	1	1	3			1.88	0.00	[2, 1, 2, 3, 2, 1, 1, 3]
3577	suborder	Micrococcineae	3650	10	1	6			2.77	1.04	[3, 2, 2, 3, 3, 5, 6, 5, 6, 4, 6, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 5, 4, 3, 2, 2, 3, 3]
3578	suborder	Propionibacterineae	3650	2	1	4			2.00	0.00	[2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 4, 3, 3, 1]
3579	suborder	Streptosporangineae	3650	3	4	6			4.83	0.85	[6, 4, 4, 5, 5]
3580	suborder	Actinomycineae	3650	1	2	4			2.67	0.00	[2, 4, 2]
3581	suborder	"Sphaerobacterineae"	3705	1	2	2			2.00	0.00	[2]
3582	suborder	Micromonosporineae	3650	1	3	6			3.44	0.00	[3, 6, 6, 4, 3, 3, 3, 3]
3583	suborder	Catenulisporineae	3650	1	3	3			3.00	0.00	[3]
3584	suborder	Nannocystineae	3664	1	2	2			2.00	0.00	[2]
3585	suborder	Chloroflexineae	3621	1	2	3			2.50	0.00	[3, 3, 3, 2, 2]
3586	suborder	Frankineae	3650	3	1	3			2.00	0.82	[2, 1, 3, 3, 3]
3587	suborder	Kineosporiineae	3650	1	4	4			4.00	0.00	[4]
3588	suborder	Cystobacterineae	3664	2	2	4			2.75	0.75	[3, 4, 2, 2, 2, 2, 2]
3589	suborder	Corynebacterineae	3650	5	1	7			2.57	1.20	[1, 6, 5, 5, 6, 3, 6, 3, 3, 4, 3, 4, 6, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3, 4, 5, 4, 4, 4, 4, 4]
3590	suborder	Pseudonocardineae	3650	1	3	5			3.81	0.00	[3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 5, 4]
3591	suborder	"Rubrobacterineae"	3607	1	1	1			1.00	0.00	[1]
3592	suborder	Sorangiineae	3664	1	4	4			4.00	0.00	[4]
3593	suborder	"Acidimicrobineae"	3630	1	2	2			2.00	0.00	[2, 2]
3594	suborder	Streptomycineae	3650	1	3	9			7.48	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 7, 6, 6, 6, 7, 6, 6, 9]
3595	suborder	Glycomycineae	3650	1	2	2			2.00	0.00	[2]
3596	order	Nautiliales	3730	1	2	4			3.00	0.00	[2, 4]
3597	order	Bifidobacteriales	3710	1	2	5			2.68	0.00	[4, 5, 4, 4, 2, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 2, 4, 4, 2, 2, 2, 2, 2, 3, 2, 2, 2]
3598	order	Nitrososphaerales	3799	1	1	1			1.00	0.00	[1, 1, 1]
3599	order	"Nitrospirales"	3720	1	1	3			1.50	0.00	[3, 2, 1, 1]
3600	order	Coriobacteriales	3711	1	1	3			1.88	0.00	[2, 1, 2, 3, 2, 1, 1, 3]
3601	order	Erysipelotrichales	3732	1	1	7			3.00	0.00	[1, 7, 3]
3602	order	Ignavibacteriales	3745	1	1	1			1.00	0.00	[1, 1]
3603	order	"Fusobacteriales"	3750	2	4	8			5.58	0.92	[8, 5, 5, 5, 5, 4, 5]
3604	order	Acholeplasmatales	3758	1	2	4			2.29	0.00	[2, 2, 2, 2, 2, 4, 2]
3605	order	Chlamydiales	3740	4	1	3			1.88	0.74	[1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3606	order	Mycoplasmatales	3758	1	1	2			1.72	0.00	[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2]
3607	order	Rubrobacterales	3708	1	1	1			1.00	0.00	[1]
3608	order	"Sphingobacteriales"	3742	5	1	6			3.10	1.23	[1, 1, 1, 2, 3, 4, 4, 3, 4, 3, 4, 4, 3, 6]
3609	order	Bacillales	3754	9	1	15			7.78	1.98	[12, 8, 12, 14, 13, 9, 14, 14, 13, 8, 9, 13, 6, 7, 15, 5, 7, 7, 8, 7, 6, 5, 6, 6, 7, 10, 9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 10, 8, 13, 11, 12, 11, 11, 7, 13, 7, 7, 14, 13, 7, 14, 14, 14, 12, 13, 13, 14, 11, 11, 7, 12, 11, 14, 11, 8, 10, 7, 10, 10, 14, 10, 12, 6, 7, 7, 10, 13, 14, 11, 10, 10, 10, 15, 14, 13, 10, 12, 14, 9, 12, 10, 13, 10, 9, 10, 12, 7, 10, 10, 9, 9, 12, 10, 11, 11, 8, 10, 8, 7, 9, 14, 10, 13, 10, 10, 14, 11, 1, 13, 8, 5, 5, 6, 5, 5, 6, 6, 6, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 5, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 4, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 4, 5, 6, 6, 6, 6, 6, 6, 12, 10, 10, 8, 9, 9, 9, 9]
3610	order	Aquificales	3719	2	1	3			1.88	0.38	[3, 2, 2, 2, 1, 1, 1, 2, 2, 2]
3611	order	Aeromonadales	3761	1	7	10			8.29	0.00	[8, 10, 9, 10, 10, 10, 10, 10, 7]
3612	order	Desulfurococcales	3712	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3613	order	Methanomassiliicoccales	3759	1	1	1			1.00	0.00	[1, 1, 1]
3614	order	Chrysiogenales	3733	1	3	3			3.00	0.00	[3]
3615	order	Desulfovibrionales	3748	3	1	5			2.26	0.37	[2, 2, 2, 2, 5, 4, 5, 4, 3, 3, 5, 2, 3, 2, 5, 5, 3, 1]
3616	order	Spirochaetales	3765	3	1	4			1.80	0.59	[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4]
3617	order	Desulfuromonadales	3748	2	2	4			2.34	0.34	[2, 2, 2, 2, 2, 4, 2, 4, 4, 2]
3618	order	Xanthomonadales	3761	1	1	4			2.50	0.00	[2, 2, 2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2]
3619	order	Thermoanaerobacterales	3738	2	1	4			2.50	0.50	[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 2, 3, 2, 2]
3620	order	Clostridiales	3738	16	1	14			5.26	2.10	[8, 4, 6, 5, 6, 6, 3, 3, 4, 3, 4, 4, 8, 10, 8, 3, 5, 8, 2, 2, 3, 5, 5, 5, 5, 7, 6, 8, 6, 5, 5, 4, 1, 1, 4, 1, 6, 11, 10, 6, 8, 10, 10, 9, 14, 9, 7, 8, 8, 9, 9, 11, 11, 7, 9, 9, 9, 10, 11, 11, 9, 9, 11, 9, 12, 9, 8, 4, 11, 10, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 2, 3, 4, 8, 6, 8, 4, 3, 3, 1, 2, 3, 3, 4, 1, 4, 10, 8, 5, 5, 2, 6]
3621	order	"Chloroflexales"	3764	1	2	3			2.50	0.00	[3, 3, 3, 2, 2]
3622	order	"Bacteroidales"	3751	5	1	7			3.72	1.54	[4, 4, 4, 4, 4, 5, 2, 1, 3, 2, 5, 6, 6, 7, 5, 6, 6, 7, 2, 4, 5, 3, 2, 4, 4, 2, 4, 7]
3623	order	Acidilobales	3712	2	1	1			1.00	0.00	[1, 1]
3624	order	Deinococcales	3734	2	2	5			3.00	1.00	[4, 4, 4, 3, 5, 4, 2]
3625	order	"Flavobacteriales"	3722	2	2	8			2.54	0.54	[2, 8, 2, 5, 4, 4, 4, 3, 2, 5, 2, 4, 3, 2, 2, 3, 6, 3, 5, 4, 6, 6, 6, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 5, 2, 2, 2, 2]
3626	order	Nitrosomonadales	3729	1	1	1			1.00	0.00	[1, 1, 1, 1]
3627	order	Thiotrichales	3761	3	1	3			2.05	0.78	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 1, 1, 3, 3, 2]
3628	order	Alteromonadales	3761	8	2	14			6.84	2.67	[3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 2, 3, 3, 3, 3, 10, 10, 9, 8, 7, 9, 9, 8, 9, 9, 9, 9, 8, 8, 10, 8, 8, 10, 12, 11, 10, 10, 10, 8, 10, 14, 10, 10, 10, 8]
3629	order	Thermoproteales	3712	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3630	order	Acidimicrobiales	3707	1	2	2			2.00	0.00	[2, 2]
3631	order	Rhodospirillales	3741	2	1	9			3.80	0.03	[5, 5, 5, 5, 5, 5, 4, 4, 5, 3, 3, 3, 3, 2, 2, 4, 5, 4, 4, 1, 4, 2, 9, 9, 1, 4]
3632	order	Planctomycetales	3757	1	1	8			3.00	0.00	[3, 8, 2, 1, 1]
3633	order	Chlorobiales	3763	1	1	3			1.59	0.00	[2, 1, 2, 2, 1, 2, 3, 2, 2, 1, 1]
3634	order	Burkholderiales	3729	5	1	9			2.63	0.66	[3, 1, 2, 2, 3, 3, 1, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 5, 5, 1, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 1, 2, 2, 3, 9, 3, 3, 3, 1, 2, 1, 1, 4, 3, 3, 3, 3, 3, 4, 4, 4, 6, 4, 4, 6, 6, 6, 6, 4, 4, 6, 5, 6, 6, 6, 5, 6, 3, 5, 7, 6, 3, 6, 5, 6, 4, 6, 2, 6, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 5, 6, 6, 4, 4, 4, 4, 4, 4, 6, 1, 1, 1, 5, 4, 4, 6, 4, 5, 5, 5]
3635	order	"Fibrobacterales"	3756	1	3	3			3.00	0.00	[3, 3]
3636	order	Gallionellales	3729	1	2	3			2.50	0.00	[2, 3]
3637	order	"Parvularculales"	3741	1	1	1			1.00	0.00	[1]
3638	order	Rhodocyclales	3729	1	2	5			3.27	0.00	[2, 4, 4, 2, 4, 4, 5]
3639	order	Methanocellales	3731	1	2	3			2.33	0.00	[3, 2, 2]
3640	order	Halobacteriales	3746	1	1	3			1.67	0.00	[3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 3]
3641	order	Lactobacillales	3754	6	1	9			5.02	1.14	[8, 6, 8, 6, 4, 4, 6, 6, 7, 5, 7, 5, 6, 6, 6, 6, 7, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 5, 6, 4, 5, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 6, 4, 5, 4, 4, 4, 7, 4, 4, 5, 5, 4, 6, 1, 6, 6, 5, 5, 5, 5, 6, 4, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 5, 4, 6, 6, 4, 5, 4, 4, 5, 4, 4, 7, 5, 5, 4, 6, 7, 5, 5, 4, 4, 4, 4, 4, 4, 6, 4, 4, 7, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 5, 2, 4, 4, 4, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 4, 5, 5, 6, 7, 7, 9, 5, 5, 6, 9, 6, 4, 5, 5, 6, 5, 5, 5, 4, 4, 5, 5, 9, 4, 4, 5, 4, 6, 6, 7, 4, 9, 5, 4, 4, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 6, 5, 5, 5, 4, 6, 5, 4, 4, 5, 2, 5, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 6, 4, 4, 6, 6, 4, 4, 6, 1, 5, 6, 6]
3642	order	Solirubrobacterales	3708	1	1	1			1.00	0.00	[1]
3643	order	"Vibrionales"	3761	1	6	15			11.89	0.00	[15, 8, 9, 11, 9, 8, 8, 7, 7, 11, 9, 7, 7, 9, 8, 8, 11, 11, 12, 6, 11, 8, 6, 12, 12]
3644	order	Opitutales	3726	1	1	1			1.00	0.00	[1]
3645	order	Halanaerobiales	3738	2	4	5			4.50	0.50	[5, 5, 4, 4, 4]
3646	order	Syntrophobacterales	3748	2	1	2			1.50	0.50	[2, 1, 1, 1]
3647	order	Desulfarculales	3748	1	1	1			1.00	0.00	[1]
3648	order	Methanosarcinales	3731	2	1	3			2.19	0.52	[3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 1]
3649	order	Thermotogales	3735	1	1	3			2.17	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 2, 2, 2]
